,aTagContent,href,keys,attributes,candidateMatch,len_aTagContent,len_aTagContent_group_between 60 and 175,len_aTagContent_group_under 60,len_href,num_keys,attr_job_yn
3452,Facebook University, careers students and grads students,href class id, 5144 u 0 2o,0.0,19,0,1,36,3,0
3453,Culture, careers facebook life ,href class id, 5144 u 0 2p,0.0,7,0,1,23,3,0
3454,Diversity, careers facebook life diversity,href class id, 5144 u 0 2q,0.0,9,0,1,32,3,0
3455,Veterans, careers facebook life veterans,href class id, 5144 u 0 2r,0.0,8,0,1,31,3,0
3456,Leadership, careers facebook life leadership,href class id, 5144 u 0 2s,0.0,10,0,1,33,3,0
3457,Innovation, careers facebook life innovation,href class id, 5144 u 0 2t,0.0,10,0,1,33,3,0
3458,Benefits, careers facebook life benefits,href class id, 5144 u 0 2u,0.0,8,0,1,31,3,0
3459,Frequently Asked Questions, careers faq,href class id, 5144 u 0 2v,0.0,26,0,1,12,3,0
3460,Remote Work, careers facebook life remote,href class id, 5144 u 0 2w,0.0,11,0,1,29,3,0
3461,Advertising Technology, careers areas of work adtech teams 5B0 5D Advertising Technology,href class id, 5144 u 0 2x,0.0,22,0,1,66,3,0
3462,AR VR, careers areas of work arvr teams 5B0 5D AR 2FVR,href class id, 5144 u 0 2y,0.0,5,0,1,49,3,0
3463,Business Development  Partnerships, careers areas of work sales teams 5B0 5D Business Development 26 Partnerships,href class id, 5144 u 0 2z,0.0,35,0,1,80,3,0
3464,Communications  Public Policy, careers areas of work communications teams 5B0 5D Communications 26 Public Policy,href class id, 5144 u 0 30,0.0,30,0,1,84,3,0
3465,Creative, careers areas of work creative teams 5B0 5D Creative,href class id, 5144 u 0 31,0.0,8,0,1,54,3,0
3466,Data  Analytics, careers areas of work data teams 5B0 5D Data 26 Analytics,href class id, 5144 u 0 32,0.0,16,0,1,60,3,0
3467,Design  User Experience, careers areas of work design teams 5B0 5D Design 26 User Experience,href class id, 5144 u 0 33,0.0,24,0,1,70,3,0
3468,Enterprise Engineering, careers areas of work ee teams 5B0 5D Enterprise Engineering,href class id, 5144 u 0 34,0.0,22,0,1,62,3,0
3469,Global Operations, careers areas of work global ops teams 5B0 5D Global Operations,href class id, 5144 u 0 35,0.0,17,0,1,65,3,0
3470,Infrastructure, careers areas of work infrastructure teams 5B0 5D Infrastructure,href class id, 5144 u 0 36,0.0,14,0,1,66,3,0
3471,Legal Finance Facilities  Admin, careers areas of work legal teams 5B0 5D Legal 2C Finance 2C Facilities 26 Admin,href class id, 5144 u 0 37,0.0,34,0,1,83,3,0
3472,People  Recruiting, careers areas of work people teams 5B0 5D People 26 Recruiting,href class id, 5144 u 0 38,0.0,19,0,1,65,3,0
3473,Product Management, careers areas of work product management teams 5B0 5D Product Management,href class id, 5144 u 0 39,0.0,18,0,1,74,3,0
3474,Research, careers areas of work research teams 5B0 5D Research,href class id, 5144 u 0 3a,0.0,8,0,1,54,3,0
3475,Sales  Marketing, careers areas of work marketing teams 5B0 5D Sales 26 Marketing,href class id, 5144 u 0 3b,0.0,17,0,1,66,3,0
3476,Security, careers areas of work security teams 5B0 5D Security,href class id, 5144 u 0 3c,0.0,8,0,1,54,3,0
3477,Software Engineering, careers areas of work engineering teams 5B0 5D Software Engineering,href class id, 5144 u 0 3d,0.0,20,0,1,69,3,0
3478,Technical Program Management, careers areas of work tpm teams 5B0 5D Technical Program Management,href class id, 5144 u 0 3e,0.0,28,0,1,69,3,0
3479,Instagram, careers areas of work instagram divisions 5B0 5D Instagram,href class id, 5144 u 0 3f,0.0,9,0,1,60,3,0
3480,Oculus, careers areas of work oculus divisions 5B0 5D Oculus,href class id, 5144 u 0 3g,0.0,6,0,1,54,3,0
3481,Portal, careers areas of work Portal divisions 5B0 5D Portal,href class id, 5144 u 0 3h,0.0,6,0,1,54,3,0
3482,WhatsApp, careers areas of work whatsapp divisions 5B0 5D WhatsApp,href class id, 5144 u 0 3i,0.0,8,0,1,58,3,0
3483,Functional Operations, careers areas of work functional operations sub teams 5B0 5D Functional Operations,href class id, 5144 u 0 3j,0.0,21,0,1,84,3,0
3484,Scaled Operations, careers areas of work scaled operations sub teams 5B0 5D Scaled Operations,href class id, 5144 u 0 3k,0.0,17,0,1,76,3,0
3485,Trust  Safety Operations, careers areas of work trust and safety operations sub teams 5B0 5D Trust and Safety Operations,href class id, 5144 u 0 3l,0.0,25,0,1,96,3,0
3486,Production Engineering, careers areas of work pe sub teams 5B0 5D Production Engineering,href class id, 5144 u 0 3m,0.0,22,0,1,66,3,0
3487,nan, ,tabindex href role id, 1 button u 0 4a,0.0,0,0,1,1,4,0
3488,100, ,class aria haspopup aria expanded rel href role id, p true false toggle button u 0 4c,0.0,3,0,1,1,7,0
3489,Technical Program Manager Compute SystemsMenlo Park CAInfrastructure 1 moreDesign 2 more, careers jobs 1053212438445593 ,href class style, 8sef text decoration none ,1.0,90,1,0,31,3,0
3490,Executive Assistant Public PolicyMenlo Park CACommunications  Public Policy 1 moreG and A, careers jobs 716850629038620 ,href class style, 8sef text decoration none ,1.0,92,1,0,30,3,0
3491,Facebook Reality Labs Silicon Prototyping EngineerMenlo Park CAAR VR 2 moreDesign 2 more, careers jobs 352811009412078 ,href class style, 8sef text decoration none ,1.0,90,1,0,30,3,0
3492,Director and Associate General Counsel PrivacyMenlo Park CALegal Finance Facilities  AdminLegal, careers jobs 371916604007379 ,href class style, 8sef text decoration none ,1.0,100,1,0,30,3,0
3493,Business Lead Small Business GroupMenlo Park CALegal Finance Facilities  AdminG and A, careers jobs 610516112978749 ,href class style, 8sef text decoration none ,1.0,90,1,0,30,3,0
3494,Research Engineering Intern Wireless Technologies PhD Menlo Park CAAR VR 4 moreConnectivity 2 more, careers jobs 388287235657124 ,href class style, 8sef text decoration none ,1.0,101,1,0,30,3,0
3495,Ecosystem Program ManagerMenlo Park CABusiness Development  Partnerships 2 moreConnectivity, careers jobs 1231042833929310 ,href class style, 8sef text decoration none ,1.0,93,1,0,31,3,0
3496,Manager Third Party Oversight and ManagementMenlo Park CAFacebook 1 morePrivacy 2 more, careers jobs 1291192791247992 ,href class style, 8sef text decoration none ,1.0,88,1,0,31,3,0
3497,Director Software EngineeringMenlo Park CAFacebook Reality LabsArtificial Intelligence 1 more, careers jobs 1170403586689328 ,href class style, 8sef text decoration none ,1.0,95,1,0,31,3,0
3498,Strategic Planning  Operations Lead Facebook PartnershipsMenlo Park CABusiness Development  PartnershipsPartnerships, careers jobs 953888258413267 ,href class style, 8sef text decoration none ,1.0,120,1,0,30,3,0
3499,Platform Systems Software Engineer  PortalMenlo Park CASoftware EngineeringEngineering, careers jobs 218343575929786 ,href class style, 8sef text decoration none ,1.0,88,1,0,30,3,0
3500,Performance Marketing Lead Paid Social  Facebook Reality LabsMenlo Park CAFacebook Reality Labs 1 moreMarketing, careers jobs 377692976715914 ,href class style, 8sef text decoration none ,1.0,114,1,0,30,3,0
3501,Facebook Reality Labs Product Design EngineerMenlo Park CAAR VR 2 moreHardware, careers jobs 587248481988739 ,href class style, 8sef text decoration none ,1.0,79,1,0,30,3,0
3502,Executive Assistant Workforce Diversity  InclusionMenlo Park CALegal Finance Facilities  AdminG and A, careers jobs 398742577966420 ,href class style, 8sef text decoration none ,1.0,107,1,0,30,3,0
3503,HR Business Partner Integrity and Public FiguresMenlo Park CAPeople  RecruitingG and A, careers jobs 385480296142829 ,href class style, 8sef text decoration none ,1.0,89,1,0,30,3,0
3504,Executive Assistant Human Resources  TechMenlo Park CALegal Finance Facilities  AdminG and A, careers jobs 734768913916434 ,href class style, 8sef text decoration none ,1.0,98,1,0,30,3,0
3505,Security Engineering Manager Internal Detection and ResponseMenlo Park CAInfrastructureTechnical Security, careers jobs 750329022234583 ,href class style, 8sef text decoration none ,1.0,107,1,0,30,3,0
3506,Product Design Engineer InternMenlo Park CAAR VR 2 moreEngineering 1 more, careers jobs 373751254043830 ,href class style, 8sef text decoration none ,1.0,74,1,0,30,3,0
3507,Data Engineer Partnerships Central Systems Data  ToolsMenlo Park CAData  Analytics 1 moreData Engineering, careers jobs 426719424975425 ,href class style, 8sef text decoration none ,1.0,110,1,0,30,3,0
3508,Market StrategyMenlo Park CAData  AnalyticsAnalytics 3 more, careers jobs 220826395876359 ,href class style, 8sef text decoration none ,1.0,61,1,0,30,3,0
3509,Facebook Reality Labs Wireless Firmware EngineerMenlo Park CAAR VR 2 moreDesign 2 more, careers jobs 2397933900506151 ,href class style, 8sef text decoration none ,1.0,88,1,0,31,3,0
3510,Design Verification Engineer InternMenlo Park CAAR VR 3 moreHardware, careers jobs 692690094690412 ,href class style, 8sef text decoration none ,1.0,69,1,0,30,3,0
3511,Product Marketing Manager Public Content DistributionMenlo Park CABusiness Development  PartnershipsPartnerships 2 more, careers jobs 2478634672431181 ,href class style, 8sef text decoration none ,1.0,122,1,0,31,3,0
3512,Internal Audit Manager  Information SecurityMenlo Park CALegal Finance Facilities  AdminFinance, careers jobs 373286477001933 ,href class style, 8sef text decoration none ,1.0,100,1,0,30,3,0
3513,Consumer Product Marketing Manager IntegrityMenlo Park CAFacebookConsumer Marketing, careers jobs 650410282269451 ,href class style, 8sef text decoration none ,1.0,85,1,0,30,3,0
3514,Business Operations Manager  Finance  Business PlanningMenlo Park CALegal Finance Facilities  AdminFinance, careers jobs 303360540875003 ,href class style, 8sef text decoration none ,1.0,112,1,0,30,3,0
3515,Manager Infrastructure Engineering RTPMenlo Park CAInfrastructureEngineering 1 more, careers jobs 1058088234662424 ,href class style, 8sef text decoration none ,1.0,85,1,0,31,3,0
3516,Analytics Lead PrivacyMenlo Park CAInfrastructureAnalytics 1 more, careers jobs 2624832841110355 ,href class style, 8sef text decoration none ,1.0,67,1,0,31,3,0
3517,Product Management Lead Messenger KidsMenlo Park CAProduct ManagementProduct Strategy 1 more, careers jobs 589710164996455 ,href class style, 8sef text decoration none ,1.0,94,1,0,30,3,0
3518,Program Manager  Facebook Reality Labs Inclusive Products CouncilMenlo Park CAAR VR 1 moreProgram Management, careers jobs 656166065333485 ,href class style, 8sef text decoration none ,1.0,110,1,0,30,3,0
3519,TPM Manager VR Core User ExperienceMenlo Park CAFacebook Reality LabsProgram Management, careers jobs 349255382861416 ,href class style, 8sef text decoration none ,1.0,89,1,0,30,3,0
3520,Technical Program Manager  Growth Capacity PlanningMenlo Park CATechnical Program ManagementProgram Management, careers jobs 2255108897970628 ,href class style, 8sef text decoration none ,1.0,112,1,0,31,3,0
3521,Data Science Manager  Marketplace Integrity Menlo Park Menlo Park CAData  AnalyticsAnalytics 1 more, careers jobs 203719991007142 ,href class style, 8sef text decoration none ,1.0,103,1,0,30,3,0
3522,Infrastructure TechnologistMenlo Park CAInfrastructureMachine Learning, careers jobs 1064723570403410 ,href class style, 8sef text decoration none ,1.0,71,1,0,31,3,0
3523,Offensive Security EngineerMenlo Park CASecurityTechnical Security, careers jobs 2170134766595623 ,href class style, 8sef text decoration none ,1.0,67,1,0,31,3,0
3524,Integration Support Engineer WhatsApp Customer OperationsMenlo Park CAWhatsAppOperations Support Engineering, careers jobs 351702139236230 ,href class style, 8sef text decoration none ,1.0,110,1,0,30,3,0
3525,Research Manager Relevance  RankingMenlo Park CAResearchResearch, careers jobs 1519026724958291 ,href class style, 8sef text decoration none ,1.0,67,1,0,31,3,0
3526,Data Center Engineering Specialist  Information SecurityAshburn VAInfrastructureData Center Operations, careers jobs 826227818160024 ,href class style, 8sef text decoration none ,1.0,104,1,0,30,3,0
3527,Data Center Operations EngineerFort Worth TXInfrastructureData Center Operations, careers jobs 293006921791538 ,href class style, 8sef text decoration none ,1.0,81,1,0,30,3,0
3528,Data Science Manager Instagram SMB San Francisco CAData  AnalyticsData Science, careers jobs 259078671922316 ,href class style, 8sef text decoration none ,1.0,81,1,0,30,3,0
3529,Designer Facebook CompanySan Francisco CACreativeConsumer Marketing 1 more, careers jobs 329094761695997 ,href class style, 8sef text decoration none ,1.0,76,1,0,30,3,0
3530,Art Director  InstagramSan Francisco CAAR VR 1 moreDesign, careers jobs 629247727954060 ,href class style, 8sef text decoration none ,1.0,59,0,1,30,3,0
3531,Support Engineer ManagerSan Francisco CASoftware EngineeringLegal, careers jobs 2612142875686794 ,href class style, 8sef text decoration none ,1.0,67,1,0,31,3,0
3532,Product Design Manager Messenger KidsSan Francisco CADesign  User ExperienceDesign, careers jobs 1172502983150839 ,href class style, 8sef text decoration none ,1.0,85,1,0,31,3,0
3533,Technical Solutions Consultant Product  Service OperationsSan Francisco CAAdvertising Technology 3 moreClient Solutions 2 more, careers jobs 843223276512159 ,href class style, 8sef text decoration none ,1.0,129,1,0,30,3,0
3534,Global Security Site ManagerAltoona IALegal Finance Facilities  Admin 1 moreG and A 1 more, careers jobs 791474191691945 ,href class style, 8sef text decoration none ,1.0,94,1,0,30,3,0
3535,Electrical Subject Matter ExpertForest City NCInfrastructureData Center Operations, careers jobs 358328668693091 ,href class style, 8sef text decoration none ,1.0,83,1,0,30,3,0
3536,People Services Specialist Austin TXPeople  RecruitingHR, careers jobs 3827547073957258 ,href class style, 8sef text decoration none ,1.0,58,0,1,31,3,0
3537,Payments Data Analyst Payment OperationsAustin TXGlobal OperationsRisk and Payment Operations, careers jobs 761662641351459 ,href class style, 8sef text decoration none ,1.0,95,1,0,30,3,0
3538,Finance Operations S2P Support AnalystAustin TXLegal Finance Facilities  AdminFinance, careers jobs 368645181121826 ,href class style, 8sef text decoration none ,1.0,89,1,0,30,3,0
3539,Lab ManagerAustin TXInfrastructureHardware, careers jobs 850803539003497 ,href class style, 8sef text decoration none ,1.0,43,0,1,30,3,0
3540,Product Solutions Lead Digital Rights Integrity Austin TXOnline OperationsDigital Rights Operations, careers jobs 1695161823995681 ,href class style, 8sef text decoration none ,1.0,101,1,0,31,3,0
3541,Insights Analyst  HR TechnologyAustin TXPeople  RecruitingHR, careers jobs 1074807379614599 ,href class style, 8sef text decoration none ,1.0,63,1,0,31,3,0
3542,Admin SpecialistAustin TXLegal Finance Facilities  AdminG and A, careers jobs 355686178831995 ,href class style, 8sef text decoration none ,1.0,67,1,0,30,3,0
3543,Data Scientist Product Analytics  Spark ARMenlo Park CA 1 moreAR VR 6 moreAnalytics 4 more, careers jobs 871353696711599 ,href class style, 8sef text decoration none ,1.0,94,1,0,30,3,0
3544,Manager Thermal Design and Analysis  Facebook Reality LabsMenlo Park CA 1 moreAR VR 1 moreEngineering 1 more, careers jobs 321473122530034 ,href class style, 8sef text decoration none ,1.0,112,1,0,30,3,0
3545,Research Program Manager FRLMenlo Park CA 1 moreAR VR 1 moreContent Strategy 3 more, careers jobs 710464626168098 ,href class style, 8sef text decoration none ,1.0,86,1,0,30,3,0
3546,QA Lead Enterprise Facebook Reality LabsMenlo Park CA 1 moreAR VR 2 moreEngineering, careers jobs 343080760147595 ,href class style, 8sef text decoration none ,1.0,87,1,0,30,3,0
3547,Product Director Video Presence PlatformMenlo Park CA 1 moreProduct ManagementPerformance Management 1 more, careers jobs 2571393096444384 ,href class style, 8sef text decoration none ,1.0,110,1,0,31,3,0
3548,Manager Product DesignMenlo Park CA 1 moreEnterprise EngineeringDesign, careers jobs 671828080342254 ,href class style, 8sef text decoration none ,1.0,73,1,0,30,3,0
3549,Data Science Manager Analytics Ads  Business PlatformBellevue WA 2 moreData  AnalyticsData Science, careers jobs 271115123490013 ,href class style, 8sef text decoration none ,1.0,103,1,0,30,3,0
3550,Research Engineer Intern  Computer Vision PhD Menlo Park CA 1 moreAR VR 3 moreComputer Vision, careers jobs 636478850359116 ,href class style, 8sef text decoration none ,1.0,98,1,0,30,3,0
3551,Technical Program Manager Product University GradMenlo Park CA 1 moreTechnical Program ManagementProgram Management, careers jobs 719401402207638 ,href class style, 8sef text decoration none ,1.0,119,1,0,30,3,0
3552,Technical Program Manager Machine Learning InfrastructureBellevue WA 2 moreInfrastructure 1 moreArtificial Intelligence 3 more, careers jobs 610324303228312 ,href class style, 8sef text decoration none ,1.0,129,1,0,30,3,0
3553,Performance and Capacity Engineer Intern PhD Menlo Park CA 1 moreInfrastructure 3 moreData Engineering 2 more, careers jobs 332774467728011 ,href class style, 8sef text decoration none ,1.0,113,1,0,30,3,0
3554,Technical Program Manager Facebook PayMenlo Park CA 1 moreTechnical Program ManagementRisk and Payment Operations, careers jobs 2971897032858331 ,href class style, 8sef text decoration none ,1.0,116,1,0,31,3,0
3555,Participant Management Program ManagerMenlo Park CA 1 moreResearchProgram Management, careers jobs 917254045347214 ,href class style, 8sef text decoration none ,1.0,87,1,0,30,3,0
3556,Product Specialist Product Support OperationsMenlo Park CA 1 moreGlobal Operations 1 moreProduct Support Operations, careers jobs 697802840833680 ,href class style, 8sef text decoration none ,1.0,118,1,0,30,3,0
3557,Research ScientistMenlo Park CA 1 moreAR VR 1 moreResearch, careers jobs 2693906964209182 ,href class style, 8sef text decoration none ,1.0,60,1,0,31,3,0
3558,Data Scientist Analytics  Ads FairnessMenlo Park CA 1 moreAdvertising Technology 2 moreAnalytics 2 more, careers jobs 730343634238376 ,href class style, 8sef text decoration none ,1.0,107,1,0,30,3,0
3559,Application Security EngineerMenlo Park CA 1 moreSecurity, careers jobs 123558231663498 ,href class style, 8sef text decoration none ,1.0,59,0,1,30,3,0
3560,Industry Manager Enterprise eCommerceSeattle WASales  MarketingSales, careers jobs 1451792881655394 ,href class style, 8sef text decoration none ,1.0,71,1,0,31,3,0
3561,Manager Software Engineering System Composition  3D Runtime Seattle WAAR VR 4 more3D Software Engineering 2 more, careers jobs 147901443320088 ,href class style, 8sef text decoration none ,1.0,116,1,0,30,3,0
3562,Developer Relations EngineerSeattle WAAR VR 1 more3D Software Engineering 6 more, careers jobs 560875577973599 ,href class style, 8sef text decoration none ,1.0,81,1,0,30,3,0
3563,Product Manager LeadSeattle WAProduct ManagementProduct Strategy, careers jobs 1445333048997411 ,href class style, 8sef text decoration none ,1.0,66,1,0,31,3,0
3564,Research Scientist Computational Photography PhD Seattle WAAR VR 4 more3D Software Engineering 3 more, careers jobs 842688429899034 ,href class style, 8sef text decoration none ,1.0,104,1,0,30,3,0
3565,Data Scientist Product Analytics  Ads RankingBellevue WA 1 moreData  Analytics 1 moreAnalytics 3 more, careers jobs 760939328071698 ,href class style, 8sef text decoration none ,1.0,106,1,0,30,3,0
3566,Product Architect Electrical VR  Facebook Reality LabsSeattle WAAR VRHardware, careers jobs 2396157253845866 ,href class style, 8sef text decoration none ,1.0,81,1,0,31,3,0
